"Product #"	"Price Type"	"Price"	"Volume"
"NAPME91003"	"WineClub"	"204.0000"	"102.0000"
"NAPWN009LG"	"Retail"	"55.7500"	"27.8800"
"NAPWN009LG"	"Wholesale"	"39.0000"	"19.5000"
"NAPWN009LG"	"WineClub"	"44.6000"	"22.3000"
"NAPWN009ME"	"Retail"	"55.7500"	"27.8700"
"NAPWN009ME"	"Wholesale"	"39.0000"	"0.0000"
"NAPWN009ME"	"WineClub"	"44.6000"	"22.3000"
"NAPWN009SM"	"Retail"	"55.7500"	"27.8800"
"NAPWN009SM"	"Wholesale"	"39.0000"	"19.5000"
"NAPWN009SM"	"WineClub"	"44.6000"	"22.3000"
"NAPWN009XL"	"Retail"	"55.7500"	"27.8800"
"NAPWN009XL"	"Wholesale"	"39.0000"	"19.5000"
"NAPWN009XL"	"WineClub"	"44.6000"	"22.3000"
"NAPWN009XS"	"Retail"	"55.7500"	"27.8800"
"NAPWN009XS"	"Wholesale"	"39.0000"	"19.5000"
"NAPWN009XS"	"WineClub"	"44.6000"	"22.3000"
"NAPWN010LG"	"Retail"	"31.5000"	"15.7500"
"NAPWN010LG"	"Wholesale"	"22.0000"	"11.0000"
"NAPWN010LG"	"WineClub"	"25.2000"	"12.6000"
"NAPWN010ME"	"Retail"	"31.5000"	"15.7500"
"NAPWN010ME"	"Wholesale"	"22.0000"	"11.0000"
"NAPWN010ME"	"WineClub"	"25.2000"	"12.6000"
"NAPWN010SM"	"Retail"	"31.5000"	"15.7500"
"NAPWN010SM"	"Wholesale"	"22.0000"	"11.0000"
"NAPWN010SM"	"WineClub"	"25.2000"	"12.6000"
"NAPWN010XL"	"Retail"	"31.5000"	"15.7500"
"NAPWN010XL"	"Wholesale"	"22.0000"	"11.0000"
"NAPWN010XL"	"WineClub"	"25.2000"	"12.6000"
"NAPWN010XS"	"Retail"	"22.0000"	"11.0000"
"NAPWN010XS"	"Wholesale"	"39.0000"	"19.5000"
"NAPWN010XS"	"WineClub"	"25.2000"	"12.6000"
"NAPWN083"	"Retail"	"65.0000"	"32.5000"
"NAPWN083"	"Wholesale"	"45.5000"	"22.7500"
"NAPWN083"	"WineClub"	"52.0000"	"26.0000"
"NAPWN084"	"Wholesale"	"31.5000"	"15.7500"
"NAPWO31001"	"Retail"	"50.0000"	"25.0000"
"NAPWO31001"	"Wholesale"	"35.0000"	"17.5000"
"NAPWO31001"	"WineClub"	"40.0000"	"20.0000"
"NAPWO31002"	"Retail"	"100.0000"	"50.0000"
"NAPWO31002"	"Wholesale"	"70.0000"	"35.0000"
"NAPWO31002"	"WineClub"	"80.0000"	"40.0000"
"NAPWO31003"	"Retail"	"100.0000"	"50.0000"
"NAPWO31003"	"Wholesale"	"70.0000"	"35.0000"
"NAPWO31003"	"WineClub"	"80.0000"	"40.0000"
"NBABW029"	"Retail"	"105.0000"	"52.5000"
"NBABW029"	"Wholesale"	"73.5000"	"36.7500"
"NBABW029"	"WineClub"	"84.0000"	"42.0000"
"NBABW045"	"Retail"	"105.0000"	"52.5000"
"NBABW045"	"Wholesale"	"73.5000"	"36.7500"
"NBABW045"	"WineClub"	"84.0000"	"42.0000"
"NBABW047"	"Retail"	"105.0000"	"52.5000"
"NBABW047"	"Wholesale"	"73.5000"	"36.7500"
"NBABW047"	"WineClub"	"84.0000"	"42.0000"
"NBATT10001"	"Retail"	"170.0000"	"85.0000"
"NBATT10001"	"Wholesale"	"119.0000"	"59.5000"
"NBATT10001"	"WineClub"	"136.0000"	"68.0000"
"NBATT10002"	"Retail"	"170.0000"	"85.0000"
"NBATT10002"	"Wholesale"	"119.0000"	"59.5000"
"NBATT10002"	"WineClub"	"136.0000"	"68.0000"
"NBATT10003"	"Retail"	"170.0000"	"85.0000"
"NBATT10003"	"Wholesale"	"119.0000"	"59.5000"
"NBATT10003"	"WineClub"	"136.0000"	"68.0000"
"NBATT21008"	"Retail"	"105.0000"	"52.5000"
"NBATT21008"	"Wholesale"	"73.5000"	"36.7500"
"NBATT21008"	"WineClub"	"84.0000"	"42.0000"
"NBATT41008"	"Retail"	"750.0000"	"375.0000"
"NBATT41008"	"Wholesale"	"525.0000"	"262.5000"
"NBATT41008"	"WineClub"	"600.0000"	"300.0000"
"NBCRU015"	"Wholesale"	"0.0000"	"0.0000"
"NBCRU015"	"WineClub"	"0.0000"	"0.0000"
"NBMBK227"	"Retail"	"5.0000"	"2.5000"
"NBMBK227"	"Wholesale"	"3.5000"	"1.7500"
"NBMBK227"	"WineClub"	"4.0000"	"2.0000"
"NBMBK246"	"Retail"	"34.9500"	"17.4700"
"NBMBK246"	"Wholesale"	"21.0000"	"10.5000"
"NBMBK246"	"WineClub"	"27.9600"	"13.9800"
"NBMBO10004"	"Retail"	"45.0000"	"45.0000"
"NBMBO10004"	"Wholesale"	"31.5000"	"15.7500"
"NBMBO10004"	"WineClub"	"36.0000"	"36.0000"
"NBMBO10048"	"Retail"	"35.0000"	"17.5000"
"NBMBO10048"	"Wholesale"	"24.5000"	"12.2500"
"NBMBO10048"	"WineClub"	"28.0000"	"14.0000"
"NBMCD002"	"Wholesale"	"10.0000"	"0.0000"
"NBMOT013"	"Retail"	"1.0000"	"0.0000"
"NBMOT013"	"Wholesale"	"1.0000"	"0.0000"
"NBMOT013"	"WineClub"	"1.0000"	"0.0000"
"NDLLT001"	"Retail"	"0.0000"	"0.0000"
"NDLLT001"	"Wholesale"	"0.0000"	"0.0000"
"NDLLT001"	"WineClub"	"0.0000"	"0.0000"
"NDLLT002"	"Retail"	"0.0000"	"0.0000"
"NDLLT002"	"Wholesale"	"0.0000"	"0.0000"
"NDLLT002"	"WineClub"	"0.0000"	"0.0000"
"NFDPN013RV"	"Retail"	"32.0000"	"16.0000"
"NFDPN013RV"	"Wholesale"	"15.0000"	"7.5000"
"NFDPN013RV"	"WineClub"	"25.6000"	"12.8000"
"NFDSW029"	"Retail"	"12.0000"	"6.0000"
"NFDSW029"	"Wholesale"	"8.0000"	"4.0000"
"NFDSW029"	"WineClub"	"9.6000"	"4.8000"
"NHDBW31007"	"Retail"	"240.0000"	"120.0000"
"NHDBW31007"	"Wholesale"	"168.0000"	"84.0000"
"NHDBW31007"	"WineClub"	"192.0000"	"96.0000"
"NHDBW31009"	"Retail"	"325.0000"	"162.5000"
"NHDBW31009"	"Wholesale"	"227.5000"	"113.7500"
"NHDBW31009"	"WineClub"	"260.0000"	"130.0000"
"NHDBW31011"	"Retail"	"450.0000"	"225.0000"
"NHDBW31011"	"Wholesale"	"315.0000"	"157.5000"
"NHDBW31011"	"WineClub"	"360.0000"	"180.0000"
"NHDBW91001"	"Retail"	"125.0000"	"62.5000"
"NHDBW91001"	"Wholesale"	"87.5000"	"43.7500"
"NHDBW91001"	"WineClub"	"100.0000"	"50.0000"
"NHDBW91003"	"Retail"	"210.0000"	"105.0000"
"NHDBW91003"	"Wholesale"	"147.0000"	"73.5000"
"NHDBW91003"	"WineClub"	"168.0000"	"84.0000"
"NHDBW91004"	"Retail"	"380.0000"	"190.0000"
"NHDBW91004"	"Wholesale"	"266.0000"	"133.0000"
"NHDBW91004"	"WineClub"	"304.0000"	"152.0000"
"NHDCA054"	"Retail"	"50.0000"	"25.0000"
"NHDCA054"	"Wholesale"	"35.0000"	"17.5000"
"NHDCA054"	"WineClub"	"40.0000"	"20.0000"
"NHDDT019"	"Wholesale"	"20.0000"	"0.0000"
"NHDDT019"	"WineClub"	"20.0000"	"0.0000"
"NHDDT021"	"Retail"	"9.9500"	"4.5000"
"NHDDT021"	"Wholesale"	"5.0000"	"2.5000"
"NHDDT021"	"WineClub"	"7.9600"	"3.9800"
"NHDKT009"	"Retail"	"39.9500"	"19.9700"
"NHDKT009"	"Wholesale"	"27.9700"	"13.9800"
"NHDKT009"	"WineClub"	"31.9600"	"15.9800"
"NHDTT002ME"	"Retail"	"80.0000"	"40.0000"
"NHDTT002ME"	"Wholesale"	"56.0000"	"28.0000"
"NHDTT002ME"	"WineClub"	"64.0000"	"32.0000"
"NHDTT003"	"Retail"	"95.0000"	"47.5000"
"NHDTT003"	"Wholesale"	"66.5000"	"33.2500"
"NHDTT003"	"WineClub"	"76.0000"	"38.0000"
"NHDTT006"	"Retail"	"42.0000"	"21.0000"
"NHDTT006"	"Wholesale"	"29.4000"	"14.7000"
"NHDTT006"	"WineClub"	"33.6000"	"16.8000"
"NRVBKIT01"	"Retail"	"200.0000"	"100.0000"
"NRVBKIT01"	"Wholesale"	"140.0000"	"70.0000"
"NRVBKIT01"	"WineClub"	"160.0000"	"80.0000"
"NSPSH012"	"Retail"	"6.0000"	"0.0000"
"NSPSH012"	"Wholesale"	"6.0000"	"6.0000"
"NSPSH012"	"WineClub"	"6.0000"	"6.0000"
"NSPSH013"	"Retail"	"8.0000"	"0.0000"
"NSPSH013"	"Wholesale"	"8.0000"	"0.0000"
"NSPSH013"	"WineClub"	"8.0000"	"0.0000"
"NSPSH014"	"Retail"	"10.0000"	"0.0000"
"NSPSH014"	"Wholesale"	"10.0000"	"0.0000"
"NSPSH014"	"WineClub"	"10.0000"	"0.0000"
"NSPSH015"	"Retail"	"12.0000"	"0.0000"
"NSPSH015"	"Wholesale"	"12.0000"	"0.0000"
"NSPSH015"	"WineClub"	"12.0000"	"0.0000"
"NTE0581001"	"Retail"	"79.0000"	"79.0000"
"NTE0581001"	"Wholesale"	"55.3000"	"55.3000"
"NTE0581001"	"WineClub"	"63.2000"	"63.2000"
"NTE0581002"	"Retail"	"69.0000"	"69.0000"
"NTE0581002"	"Wholesale"	"48.3000"	"48.3000"
"NTE0581002"	"WineClub"	"55.2000"	"55.2000"
"NTE0581003"	"Retail"	"59.0000"	"59.0000"
"NTE0581003"	"Wholesale"	"41.3000"	"41.3000"
"NTE0581003"	"WineClub"	"47.2000"	"47.2000"
"NTE0581004"	"Retail"	"49.0000"	"49.0000"
"NTE0581004"	"Wholesale"	"34.3000"	"34.3000"
"NTE0581004"	"WineClub"	"39.2000"	"39.2000"
"NTE0581005"	"Retail"	"64.0000"	"64.0000"
"NTE0581005"	"Wholesale"	"44.8000"	"44.8000"
"NTE0581005"	"WineClub"	"51.2000"	"51.2000"
"NTE0581007"	"Retail"	"64.0000"	"64.0000"
"NTE0581007"	"Wholesale"	"44.8000"	"44.8000"
"NTE0581007"	"WineClub"	"51.2000"	"51.2000"
"NTE0581008"	"Retail"	"69.0000"	"69.0000"
"NTE0581008"	"Wholesale"	"48.3000"	"48.3000"
"NTE0581008"	"WineClub"	"55.2000"	"55.2000"
"NTE0581009"	"Retail"	"64.0000"	"64.0000"
"NTE0581009"	"Wholesale"	"44.8000"	"44.8000"
"NTE0581009"	"WineClub"	"51.2000"	"51.2000"
"NTE0581010"	"Retail"	"69.0000"	"69.0000"
"NTE0581010"	"Wholesale"	"48.3000"	"48.3000"
"NTE0581010"	"WineClub"	"55.2000"	"55.2000"
"NTE0581012"	"Retail"	"85.0000"	"85.0000"
"NTE0581012"	"Wholesale"	"59.5000"	"59.5000"
"NTE0581012"	"WineClub"	"68.0000"	"68.0000"
"NTE0581013"	"Retail"	"75.0000"	"75.0000"
"NTE0581013"	"Wholesale"	"52.5000"	"52.5000"
"NTE0581013"	"WineClub"	"60.0000"	"60.0000"
"NTE0581015"	"Wholesale"	"34.5000"	"34.5000"
"NTE1011003"	"Retail"	"79.0000"	"0.0000"
"NTE1011003"	"Wholesale"	"63.2000"	"0.0000"
"NTE1011003"	"WineClub"	"63.2000"	"0.0000"
"NTE1011004"	"Retail"	"119.0000"	"0.0000"
"NTE1011004"	"Wholesale"	"95.2000"	"0.0000"
"NTE1011004"	"WineClub"	"95.2000"	"0.0000"
"NTE1011006"	"Retail"	"79.0000"	"0.0000"
"NTE1011006"	"Wholesale"	"63.2000"	"0.0000"
"NTE1011006"	"WineClub"	"63.2000"	"0.0000"
"NTE1011007"	"Retail"	"79.0000"	"0.0000"
"NTE1011007"	"Wholesale"	"63.2000"	"0.0000"
"NTE1011007"	"WineClub"	"63.2000"	"0.0000"
"NTE1011008"	"Retail"	"119.0000"	"0.0000"
"NTE1011008"	"Wholesale"	"95.2000"	"0.0000"
"NTE1011008"	"WineClub"	"95.2000"	"0.0000"
"NTE1011010"	"Retail"	"79.0000"	"0.0000"
"NTE1011010"	"Wholesale"	"63.2000"	"0.0000"
"NTE1011010"	"WineClub"	"63.2000"	"0.0000"
"nte1011011"	"Retail"	"79.0000"	"0.0000"
"nte1011011"	"Wholesale"	"63.2000"	"0.0000"
"nte1011011"	"WineClub"	"63.2000"	"0.0000"
"NTE1041001"	"Wholesale"	"199.0000"	"0.0000"
"NTE1041002"	"Retail"	"0.0000"	"0.0000"
"NTE1041002"	"Wholesale"	"0.0000"	"0.0000"
"NTE1041002"	"WineClub"	"0.0000"	"0.0000"
"NTE1041003"	"Wholesale"	"199.0000"	"0.0000"
"NTE1041004"	"Wholesale"	"199.0000"	"0.0000"
"NTE1041005"	"Wholesale"	"199.0000"	"0.0000"
"NTE1050000"	"Retail"	"0.0000"	"0.0000"
"NTE1050000"	"Wholesale"	"0.0000"	"0.0000"
"NTE1061034"	"Wholesale"	"3.5000"	"0.0000"
"NTE1061035"	"Wholesale"	"3.5000"	"0.0000"
"NTE1061036"	"Retail"	"0.0000"	"0.0000"
"NTE1061036"	"Wholesale"	"0.0000"	"0.0000"
"NTE1061036"	"WineClub"	"0.0000"	"0.0000"
"NTE1061037"	"Retail"	"0.0000"	"0.0000"
"NTE1061037"	"Wholesale"	"0.0000"	"0.0000"
"NTE1061037"	"WineClub"	"0.0000"	"0.0000"
"NTE1061038"	"Retail"	"0.0000"	"0.0000"
"NTE1061038"	"Wholesale"	"0.0000"	"0.0000"
"NTE1061038"	"WineClub"	"0.0000"	"0.0000"
"NTE1061040"	"Retail"	"0.0000"	"0.0000"
"NTE1061040"	"Wholesale"	"0.0000"	"0.0000"
"NTE1061040"	"WineClub"	"0.0000"	"0.0000"
"NTE1061041"	"Retail"	"0.0000"	"0.0000"
"NTE1061041"	"Wholesale"	"0.0000"	"0.0000"
"NTE1061041"	"WineClub"	"0.0000"	"0.0000"
"NWABW007"	"Retail"	"11.5000"	"5.7500"
"NWABW007"	"Wholesale"	"8.0500"	"4.0300"
"NWABW007"	"WineClub"	"9.2000"	"4.6000"
"NWABW008"	"Retail"	"46.0000"	"23.0000"
"NWABW008"	"Wholesale"	"32.2000"	"16.1000"
"NWABW008"	"WineClub"	"36.8000"	"18.4000"
"NWABW009"	"Retail"	"138.0000"	"69.0000"
"NWABW009"	"Wholesale"	"96.6000"	"48.3000"
"NWABW009"	"WineClub"	"110.4000"	"55.2000"
"NWABW042"	"Retail"	"35.0000"	"17.5000"
"NWABW042"	"Wholesale"	"24.5000"	"12.2500"
"NWABW042"	"WineClub"	"28.0000"	"14.0000"
"NWABW043"	"Retail"	"6.0000"	"0.0000"
"NWABW043"	"Wholesale"	"6.0000"	"6.0000"
"NWABW043"	"WineClub"	"6.0000"	"6.0000"
"NWABW056"	"Retail"	"177.0000"	"88.5000"
"NWABW056"	"Retail"	"177.0000"	"177.0000"
"NWABW056"	"Wholesale"	"123.9000"	"61.9500"
"NWABW056"	"WineClub"	"141.6000"	"70.8000"
"NWABW057"	"Retail"	"148.5000"	"74.2500"
"NWABW057"	"Wholesale"	"103.9500"	"51.9700"
"NWABW057"	"WineClub"	"118.8000"	"59.4000"
"NWABW072"	"Retail"	"9.9500"	"4.9700"
"NWABW072"	"Wholesale"	"6.9700"	"3.4800"
"NWABW072"	"WineClub"	"7.9600"	"3.9800"
"NWABW083"	"Retail"	"11.0000"	"6.5000"
"NWABW083"	"Wholesale"	"7.7000"	"3.8500"
"NWABW083"	"WineClub"	"8.8000"	"4.4000"
"NWABW101"	"Retail"	"25.0000"	"12.5000"
"NWABW101"	"Wholesale"	"17.5000"	"8.7500"
"NWABW101"	"WineClub"	"20.0000"	"10.0000"
"NWABW102"	"Retail"	"28.0000"	"14.0000"
"NWABW102"	"Wholesale"	"19.6000"	"9.8000"
"NWABW102"	"WineClub"	"22.4000"	"11.2000"
"NWACL022"	"Retail"	"36.0000"	"18.0000"
"NWACL022"	"Wholesale"	"25.2000"	"12.6000"
"NWACL022"	"WineClub"	"28.8000"	"14.4000"
"NWAOT006"	"Retail"	"9.9500"	"4.9700"
"NWAOT006"	"Wholesale"	"6.9700"	"3.4800"
"NWAOT006"	"WineClub"	"7.9600"	"3.9800"
"NWAOT007"	"Retail"	"6.9900"	"3.4900"
"NWAOT007"	"Wholesale"	"4.8900"	"2.4400"
"NWAOT007"	"WineClub"	"5.5900"	"2.7900"
"NWAWB009"	"Retail"	"15.0000"	"7.5000"
"NWAWB009"	"Wholesale"	"10.5000"	"5.2500"
"NWAWB009"	"WineClub"	"12.0000"	"6.0000"
"NWAWB012"	"Retail"	"10.0000"	"5.0000"
"NWAWB012"	"Wholesale"	"7.0000"	"0.0000"
"NWAWB012"	"WineClub"	"8.0000"	"4.0000"
"NWAWB022"	"Retail"	"20.0000"	"10.0000"
"NWAWB022"	"Wholesale"	"14.0000"	"7.0000"
"NWAWB022"	"WineClub"	"16.0000"	"8.0000"
"NWAWB036"	"Retail"	"68.0000"	"34.0000"
"NWAWB036"	"Wholesale"	"47.6000"	"23.8000"
"NWAWB036"	"WineClub"	"54.4000"	"27.2000"
"NWAWB042"	"Retail"	"2.5000"	"2.5000"
"NWAWB042"	"Wholesale"	"1.7500"	"1.7500"
"NWAWB042"	"WineClub"	"2.0000"	"2.0000"
"NWAWB046"	"Retail"	"79.9500"	"39.9700"
"NWAWB046"	"Wholesale"	"55.9700"	"27.9800"
"NWAWB046"	"WineClub"	"63.9600"	"31.9800"
"NWAWB049"	"Retail"	"1.0000"	"0.0000"
"NWAWB049"	"Wholesale"	"0.7000"	"0.0000"
"NWAWB049"	"WineClub"	"0.8000"	"0.0000"
"NWAWB066"	"Retail"	"21.9500"	"10.9700"
"NWAWB066"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB066"	"WineClub"	"17.5600"	"8.7800"
"NWAWB071"	"Retail"	"21.9500"	"10.9700"
"NWAWB071"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB071"	"WineClub"	"17.5600"	"8.7800"
"NWAWB073"	"Retail"	"39.9500"	"19.9700"
"NWAWB073"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB073"	"WineClub"	"31.9600"	"15.9800"
"NWAWB074"	"Retail"	"39.9500"	"19.9700"
"NWAWB074"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB074"	"WineClub"	"31.9600"	"15.9800"
"NWAWB075"	"Retail"	"39.9500"	"19.9700"
"NWAWB075"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB075"	"WineClub"	"31.9600"	"15.9800"
"NWAWB080"	"Retail"	"39.9500"	"19.9700"
"NWAWB080"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB080"	"WineClub"	"31.9600"	"15.9800"
"NWAWB080HP"	"Retail"	"39.9500"	"19.9700"
"NWAWB080HP"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB080HP"	"WineClub"	"31.9600"	"15.9800"
"NWAWB081"	"Retail"	"39.9500"	"19.9700"
"NWAWB081"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB081"	"WineClub"	"31.9600"	"15.9800"
"NWAWB082"	"Retail"	"39.9500"	"19.9700"
"NWAWB082"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB082"	"WineClub"	"31.9600"	"15.9800"
"NWAWB085"	"Retail"	"39.9500"	"19.9700"
"NWAWB085"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB085"	"WineClub"	"31.9600"	"15.9800"
"NWAWB085BZ"	"Retail"	"39.9500"	"19.9700"
"NWAWB085BZ"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB085BZ"	"WineClub"	"31.9600"	"15.9800"
"NWAWB086"	"Retail"	"39.9500"	"19.9700"
"NWAWB086"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB086"	"WineClub"	"31.9600"	"15.9800"
"NWAWB088"	"Retail"	"21.9500"	"10.9700"
"NWAWB088"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB088"	"WineClub"	"17.5600"	"8.7800"
"NWAWB089"	"Retail"	"21.9500"	"21.9500"
"NWAWB089"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB089"	"WineClub"	"17.5600"	"8.7800"
"NWAWB090"	"Retail"	"21.9500"	"10.9700"
"NWAWB090"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB090"	"WineClub"	"17.5600"	"8.7800"
"NWAWB104"	"Wholesale"	"74.9500"	"0.0000"
"NWAWB11029"	"Retail"	"39.9500"	"19.9700"
"NWAWB11029"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB11029"	"WineClub"	"31.9600"	"15.9800"
"NWAWB11032"	"Retail"	"39.9500"	"19.9700"
"NWAWB11032"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB11032"	"WineClub"	"31.9600"	"15.9800"
"NWAWB11033"	"Retail"	"39.9500"	"19.9700"
"NWAWB11033"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB11033"	"WineClub"	"31.9600"	"15.9800"
"NWAWB120"	"Retail"	"39.9500"	"19.9700"
"NWAWB120"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB120"	"WineClub"	"31.9600"	"15.9800"
"NWAWB121"	"Retail"	"39.9500"	"19.9700"
"NWAWB121"	"Wholesale"	"27.9700"	"13.9800"
"NWAWB121"	"WineClub"	"31.9600"	"15.9800"
"NWAWB126WL"	"Retail"	"160.0000"	"80.0000"
"NWAWB126WL"	"Wholesale"	"112.0000"	"56.0000"
"NWAWB126WL"	"WineClub"	"128.0000"	"64.0000"
"NWAWB129R1"	"Retail"	"10.0000"	"5.0000"
"NWAWB129R1"	"Wholesale"	"7.0000"	"0.0000"
"NWAWB129R1"	"WineClub"	"8.0000"	"4.0000"
"NWAWB129R3"	"Retail"	"10.0000"	"5.0000"
"NWAWB129R3"	"Wholesale"	"7.0000"	"0.0000"
"NWAWB129R3"	"WineClub"	"8.0000"	"4.0000"
"NWAWB151"	"Retail"	"21.9500"	"10.9700"
"NWAWB151"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB151"	"WineClub"	"17.5600"	"8.7800"
"NWAWB152"	"Retail"	"21.9500"	"21.9500"
"NWAWB152"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB152"	"WineClub"	"17.5600"	"8.7800"
"NWAWB153"	"Retail"	"21.9500"	"21.9500"
"NWAWB153"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB153"	"WineClub"	"17.5600"	"8.7800"
"NWAWB155"	"Retail"	"21.9500"	"10.9700"
"NWAWB155"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB155"	"WineClub"	"17.5600"	"8.7800"
"NWAWB156"	"Retail"	"21.9500"	"10.9700"
"NWAWB156"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB156"	"WineClub"	"17.5600"	"8.7800"
"NWAWB157"	"Retail"	"21.9500"	"10.9700"
"NWAWB157"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB157"	"WineClub"	"17.5600"	"8.7800"
"NWAWB158"	"Retail"	"21.9500"	"10.9700"
"NWAWB158"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB158"	"WineClub"	"17.5600"	"8.7800"
"NWAWB159"	"Retail"	"21.9500"	"10.9700"
"NWAWB159"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB159"	"WineClub"	"17.5600"	"8.7800"
"NWAWB160"	"Retail"	"34.9500"	"17.4800"
"NWAWB160"	"Wholesale"	"24.4700"	"12.2300"
"NWAWB160"	"WineClub"	"27.9600"	"13.9800"
"NWAWB162"	"Retail"	"21.9500"	"10.9700"
"NWAWB162"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB162"	"WineClub"	"17.5600"	"8.7800"
"NWAWB163"	"Retail"	"21.9500"	"10.9700"
"NWAWB163"	"Wholesale"	"15.3600"	"7.6800"
"NWAWB163"	"WineClub"	"17.5600"	"8.7800"
"NWAWB164"	"Retail"	"34.9500"	"17.4800"
"NWAWB164"	"Wholesale"	"24.4700"	"12.2300"
"NWAWB164"	"WineClub"	"27.9600"	"13.9800"
"NWAWB165"	"Retail"	"15.7500"	"7.8800"
"NWAWB165"	"Wholesale"	"11.0200"	"5.5100"
"NWAWB165"	"WineClub"	"12.6000"	"6.3000"
"NWC0220008"	"Retail"	"0.0000"	"0.0000"
"NWC0220008"	"Wholesale"	"0.0000"	"0.0000"
"NWC0220008"	"WineClub"	"0.0000"	"0.0000"
"NWC0320001"	"Retail"	"0.0000"	"0.0000"
"NWC0320001"	"Wholesale"	"0.0000"	"0.0000"
"NWC0320001"	"WineClub"	"0.0000"	"0.0000"
"NWC040213W"	"Retail"	"0.0000"	"0.0000"
"NWC040213W"	"Wholesale"	"0.0000"	"0.0000"
"NWC040213W"	"WineClub"	"0.0000"	"0.0000"
"NWC1092000"	"Wholesale"	"80.5000"	"40.2500"
"NWC1092000"	"WineClub"	"92.0000"	"46.0000"
"NWC1092010"	"Wholesale"	"87.5000"	"43.7500"
"NWC1092010"	"WineClub"	"100.0000"	"50.0000"
"NWC1092020"	"Wholesale"	"88.3000"	"44.1500"
"NWC1092020"	"WineClub"	"95.2000"	"47.6000"
"NWGP010A"	"Retail"	"85.0000"	"85.0000"
"NWGP010A"	"Wholesale"	"59.5000"	"59.5000"
"NWGP010A"	"WineClub"	"68.0000"	"68.0000"
"NWGP010B"	"Retail"	"75.0000"	"75.0000"
"NWGP010B"	"Wholesale"	"52.5000"	"52.5000"
"NWGP010B"	"WineClub"	"60.0000"	"60.0000"
"NWGP010C"	"Retail"	"65.0000"	"65.0000"
"NWGP010C"	"Wholesale"	"45.5000"	"45.5000"
"NWGP010C"	"WineClub"	"52.0000"	"52.0000"
"NWGP010D"	"Retail"	"45.0000"	"45.0000"
"NWGP010D"	"Wholesale"	"31.5000"	"31.5000"
"NWGP010D"	"WineClub"	"36.0000"	"36.0000"
"NWGP011A"	"Retail"	"375.0000"	"375.0000"
"NWGP011A"	"Wholesale"	"262.5000"	"262.5000"
"NWGP011A"	"WineClub"	"300.0000"	"300.0000"
"NWGP011B"	"Retail"	"210.0000"	"210.0000"
"NWGP011B"	"Wholesale"	"147.0000"	"147.0000"
"NWGP011B"	"WineClub"	"168.0000"	"168.0000"
"NWGP011C"	"Retail"	"189.0000"	"189.0000"
"NWGP011C"	"Wholesale"	"132.3000"	"132.3000"
"NWGP011C"	"WineClub"	"151.2000"	"151.2000"
"NWGP012A"	"Retail"	"35.0000"	"35.0000"
"NWGP012A"	"Wholesale"	"24.5000"	"24.5000"
"NWGP012A"	"WineClub"	"28.0000"	"28.0000"
"NWGP012B"	"Retail"	"35.0000"	"35.0000"
"NWGP012B"	"Wholesale"	"24.5000"	"24.5000"
"NWGP012B"	"WineClub"	"28.0000"	"28.0000"
"NWGP012C"	"Retail"	"35.0000"	"35.0000"
"NWGP012C"	"Wholesale"	"24.5000"	"24.5000"
"NWGP012C"	"WineClub"	"28.0000"	"28.0000"
"NWGP013A"	"Retail"	"68.0000"	"68.0000"
"NWGP013A"	"Wholesale"	"47.6000"	"47.6000"
"NWGP013A"	"WineClub"	"54.4000"	"54.4000"
"NWGP013B"	"Retail"	"68.0000"	"68.0000"
"NWGP013B"	"Wholesale"	"47.6000"	"47.6000"
"NWGP013B"	"WineClub"	"54.4000"	"54.4000"
"NWGP013C"	"Retail"	"68.0000"	"68.0000"
"NWGP013C"	"Wholesale"	"47.6000"	"47.6000"
"NWGP013C"	"WineClub"	"54.4000"	"54.4000"
"NWGP014A"	"Retail"	"155.0000"	"155.0000"
"NWGP014A"	"Wholesale"	"108.5000"	"108.5000"
